"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2019","2019",2401,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",2398,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2021","2021",2344,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2022","2022",2422,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2023","2023",2334,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2024","2024",2338,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y52","52 anni","99","totale","2019","2019",1917,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y52","52 anni","99","totale","2020","2020",1805,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y52","52 anni","99","totale","2021","2021",1814,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y52","52 anni","99","totale","2022","2022",1824,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y52","52 anni","99","totale","2023","2023",1855,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y52","52 anni","99","totale","2024","2024",1839,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y52","52 anni","99","totale","2019","2019",1999,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y52","52 anni","99","totale","2020","2020",1923,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y52","52 anni","99","totale","2021","2021",1863,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y52","52 anni","99","totale","2022","2022",1818,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y52","52 anni","99","totale","2023","2023",1941,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y52","52 anni","99","totale","2024","2024",1942,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2019","2019",3916,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",3728,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2021","2021",3677,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2022","2022",3642,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2023","2023",3796,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2024","2024",3781,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y53","53 anni","99","totale","2019","2019",1211,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y53","53 anni","99","totale","2020","2020",1250,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y53","53 anni","99","totale","2021","2021",1250,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y53","53 anni","99","totale","2022","2022",1210,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y53","53 anni","99","totale","2023","2023",1249,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y53","53 anni","99","totale","2024","2024",1173,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y53","53 anni","99","totale","2019","2019",1216,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y53","53 anni","99","totale","2020","2020",1158,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y53","53 anni","99","totale","2021","2021",1205,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y53","53 anni","99","totale","2022","2022",1134,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y53","53 anni","99","totale","2023","2023",1178,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y53","53 anni","99","totale","2024","2024",1159,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y53","53 anni","99","totale","2019","2019",2427,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y53","53 anni","99","totale","2020","2020",2408,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y53","53 anni","99","totale","2021","2021",2455,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y53","53 anni","99","totale","2022","2022",2344,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y53","53 anni","99","totale","2023","2023",2427,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y53","53 anni","99","totale","2024","2024",2332,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y53","53 anni","99","totale","2019","2019",1945,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y53","53 anni","99","totale","2020","2020",1902,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y53","53 anni","99","totale","2021","2021",1801,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y53","53 anni","99","totale","2022","2022",1812,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y53","53 anni","99","totale","2023","2023",1810,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y53","53 anni","99","totale","2024","2024",1841,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y53","53 anni","99","totale","2019","2019",2077,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y53","53 anni","99","totale","2020","2020",1999,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y53","53 anni","99","totale","2021","2021",1923,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y53","53 anni","99","totale","2022","2022",1857,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y53","53 anni","99","totale","2023","2023",1822,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y53","53 anni","99","totale","2024","2024",1936,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y53","53 anni","99","totale","2019","2019",4022,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y53","53 anni","99","totale","2020","2020",3901,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y53","53 anni","99","totale","2021","2021",3724,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y53","53 anni","99","totale","2022","2022",3669,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y53","53 anni","99","totale","2023","2023",3632,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y53","53 anni","99","totale","2024","2024",3777,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y54","54 anni","99","totale","2019","2019",1261,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y54","54 anni","99","totale","2020","2020",1200,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y54","54 anni","99","totale","2021","2021",1266,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y54","54 anni","99","totale","2022","2022",1246,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y54","54 anni","99","totale","2023","2023",1209,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y54","54 anni","99","totale","2024","2024",1249,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y54","54 anni","99","totale","2019","2019",1235,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y54","54 anni","99","totale","2020","2020",1223,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y54","54 anni","99","totale","2021","2021",1169,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y54","54 anni","99","totale","2022","2022",1193,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y54","54 anni","99","totale","2023","2023",1133,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y54","54 anni","99","totale","2024","2024",1174,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y54","54 anni","99","totale","2019","2019",2496,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y54","54 anni","99","totale","2020","2020",2423,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y54","54 anni","99","totale","2021","2021",2435,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y54","54 anni","99","totale","2022","2022",2439,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y54","54 anni","99","totale","2023","2023",2342,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y54","54 anni","99","totale","2024","2024",2423,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y54","54 anni","99","totale","2019","2019",1996,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y54","54 anni","99","totale","2020","2020",1939,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y54","54 anni","99","totale","2021","2021",1928,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y54","54 anni","99","totale","2022","2022",1787,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y54","54 anni","99","totale","2023","2023",1816,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y54","54 anni","99","totale","2024","2024",1816,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y54","54 anni","99","totale","2019","2019",2005,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y54","54 anni","99","totale","2020","2020",2086,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y54","54 anni","99","totale","2021","2021",1998,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y54","54 anni","99","totale","2022","2022",1929,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y54","54 anni","99","totale","2023","2023",1870,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y54","54 anni","99","totale","2024","2024",1828,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y54","54 anni","99","totale","2019","2019",4001,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y54","54 anni","99","totale","2020","2020",4025,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y54","54 anni","99","totale","2021","2021",3926,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y54","54 anni","99","totale","2022","2022",3716,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y54","54 anni","99","totale","2023","2023",3686,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y54","54 anni","99","totale","2024","2024",3644,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y55","55 anni","99","totale","2019","2019",1208,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y55","55 anni","99","totale","2020","2020",1250,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y55","55 anni","99","totale","2021","2021",1217,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y55","55 anni","99","totale","2022","2022",1261,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y55","55 anni","99","totale","2023","2023",1243,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y55","55 anni","99","totale","2024","2024",1204,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y55","55 anni","99","totale","2019","2019",1103,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y55","55 anni","99","totale","2020","2020",1233,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y55","55 anni","99","totale","2021","2021",1220,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y55","55 anni","99","totale","2022","2022",1167,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y55","55 anni","99","totale","2023","2023",1210,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y55","55 anni","99","totale","2024","2024",1141,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y55","55 anni","99","totale","2019","2019",2311,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y55","55 anni","99","totale","2020","2020",2483,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y55","55 anni","99","totale","2021","2021",2437,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y55","55 anni","99","totale","2022","2022",2428,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y55","55 anni","99","totale","2023","2023",2453,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y55","55 anni","99","totale","2024","2024",2345,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y55","55 anni","99","totale","2019","2019",1899,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y55","55 anni","99","totale","2020","2020",1999,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y55","55 anni","99","totale","2021","2021",1947,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y55","55 anni","99","totale","2022","2022",1921,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y55","55 anni","99","totale","2023","2023",1788,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y55","55 anni","99","totale","2024","2024",1813,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y55","55 anni","99","totale","2019","2019",1881,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y55","55 anni","99","totale","2020","2020",2010,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y55","55 anni","99","totale","2021","2021",2091,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y55","55 anni","99","totale","2022","2022",1993,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y55","55 anni","99","totale","2023","2023",1936,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y55","55 anni","99","totale","2024","2024",1882,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y55","55 anni","99","totale","2019","2019",3780,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y55","55 anni","99","totale","2020","2020",4009,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y55","55 anni","99","totale","2021","2021",4038,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y55","55 anni","99","totale","2022","2022",3914,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y55","55 anni","99","totale","2023","2023",3724,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y55","55 anni","99","totale","2024","2024",3695,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y56","56 anni","99","totale","2019","2019",1118,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y56","56 anni","99","totale","2020","2020",1200,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y56","56 anni","99","totale","2021","2021",1278,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y56","56 anni","99","totale","2022","2022",1204,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y56","56 anni","99","totale","2023","2023",1246,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y56","56 anni","99","totale","2024","2024",1236,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y56","56 anni","99","totale","2019","2019",1028,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y56","56 anni","99","totale","2020","2020",1106,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y56","56 anni","99","totale","2021","2021",1238,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y56","56 anni","99","totale","2022","2022",1221,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y56","56 anni","99","totale","2023","2023",1177,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y56","56 anni","99","totale","2024","2024",1205,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y56","56 anni","99","totale","2019","2019",2146,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y56","56 anni","99","totale","2020","2020",2306,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y56","56 anni","99","totale","2021","2021",2516,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y56","56 anni","99","totale","2022","2022",2425,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y56","56 anni","99","totale","2023","2023",2423,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y56","56 anni","99","totale","2024","2024",2441,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y56","56 anni","99","totale","2019","2019",1745,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y56","56 anni","99","totale","2020","2020",1879,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y56","56 anni","99","totale","2021","2021",2000,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y56","56 anni","99","totale","2022","2022",1947,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y56","56 anni","99","totale","2023","2023",1917,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y56","56 anni","99","totale","2024","2024",1780,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y56","56 anni","99","totale","2019","2019",1825,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y56","56 anni","99","totale","2020","2020",1890,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y56","56 anni","99","totale","2021","2021",2013,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y56","56 anni","99","totale","2022","2022",2084,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y56","56 anni","99","totale","2023","2023",1998,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y56","56 anni","99","totale","2024","2024",1936,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y56","56 anni","99","totale","2019","2019",3570,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y56","56 anni","99","totale","2020","2020",3769,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y56","56 anni","99","totale","2021","2021",4013,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y56","56 anni","99","totale","2022","2022",4031,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y56","56 anni","99","totale","2023","2023",3915,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y56","56 anni","99","totale","2024","2024",3716,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y57","57 anni","99","totale","2019","2019",1062,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y57","57 anni","99","totale","2020","2020",1114,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y57","57 anni","99","totale","2021","2021",1219,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y57","57 anni","99","totale","2022","2022",1264,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y57","57 anni","99","totale","2023","2023",1188,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y57","57 anni","99","totale","2024","2024",1244,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y57","57 anni","99","totale","2019","2019",1078,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y57","57 anni","99","totale","2020","2020",1031,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y57","57 anni","99","totale","2021","2021",1128,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y57","57 anni","99","totale","2022","2022",1241,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y57","57 anni","99","totale","2023","2023",1227,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y57","57 anni","99","totale","2024","2024",1167,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",2140,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2020","2020",2145,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2021","2021",2347,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2022","2022",2505,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2023","2023",2415,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2024","2024",2411,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y57","57 anni","99","totale","2019","2019",1787,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y57","57 anni","99","totale","2020","2020",1740,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y57","57 anni","99","totale","2021","2021",1886,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y57","57 anni","99","totale","2022","2022",1974,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y57","57 anni","99","totale","2023","2023",1943,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y57","57 anni","99","totale","2024","2024",1915,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y57","57 anni","99","totale","2019","2019",1727,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y57","57 anni","99","totale","2020","2020",1828,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y57","57 anni","99","totale","2021","2021",1898,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y57","57 anni","99","totale","2022","2022",2001,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y57","57 anni","99","totale","2023","2023",2091,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y57","57 anni","99","totale","2024","2024",1996,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",3514,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2020","2020",3568,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2021","2021",3784,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2022","2022",3975,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2023","2023",4034,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2024","2024",3911,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y58","58 anni","99","totale","2019","2019",1125,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y58","58 anni","99","totale","2020","2020",1060,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y58","58 anni","99","totale","2021","2021",1137,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y58","58 anni","99","totale","2022","2022",1200,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y58","58 anni","99","totale","2023","2023",1276,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y58","58 anni","99","totale","2024","2024",1208,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y58","58 anni","99","totale","2019","2019",951,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y58","58 anni","99","totale","2020","2020",1083,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y58","58 anni","99","totale","2021","2021",1040,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y58","58 anni","99","totale","2022","2022",1126,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y58","58 anni","99","totale","2023","2023",1245,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y58","58 anni","99","totale","2024","2024",1234,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2019","2019",2076,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2020","2020",2143,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2021","2021",2177,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2022","2022",2326,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2023","2023",2521,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2024","2024",2442,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y58","58 anni","99","totale","2019","2019",1667,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y58","58 anni","99","totale","2020","2020",1785,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y58","58 anni","99","totale","2021","2021",1701,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y58","58 anni","99","totale","2022","2022",1875,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y58","58 anni","99","totale","2023","2023",1963,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y58","58 anni","99","totale","2024","2024",1924,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y58","58 anni","99","totale","2019","2019",1703,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y58","58 anni","99","totale","2020","2020",1731,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y58","58 anni","99","totale","2021","2021",1826,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y58","58 anni","99","totale","2022","2022",1883,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y58","58 anni","99","totale","2023","2023",1992,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y58","58 anni","99","totale","2024","2024",2082,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2019","2019",3370,,
