"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y26","26 anni","99","totale","2021","2021",1030,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y26","26 anni","99","totale","2022","2022",965,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y26","26 anni","99","totale","2023","2023",1065,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y26","26 anni","99","totale","2024","2024",987,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y27","27 anni","99","totale","2019","2019",644,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y27","27 anni","99","totale","2020","2020",643,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y27","27 anni","99","totale","2021","2021",644,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y27","27 anni","99","totale","2022","2022",659,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y27","27 anni","99","totale","2023","2023",684,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y27","27 anni","99","totale","2024","2024",768,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y27","27 anni","99","totale","2019","2019",627,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y27","27 anni","99","totale","2020","2020",616,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y27","27 anni","99","totale","2021","2021",605,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y27","27 anni","99","totale","2022","2022",605,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y27","27 anni","99","totale","2023","2023",610,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y27","27 anni","99","totale","2024","2024",628,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",1271,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2020","2020",1259,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2021","2021",1249,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2022","2022",1264,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2023","2023",1294,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2024","2024",1396,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y27","27 anni","99","totale","2019","2019",1210,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y27","27 anni","99","totale","2020","2020",1211,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y27","27 anni","99","totale","2021","2021",1232,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y27","27 anni","99","totale","2022","2022",1152,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y27","27 anni","99","totale","2023","2023",1161,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y27","27 anni","99","totale","2024","2024",1237,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y27","27 anni","99","totale","2019","2019",1073,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y27","27 anni","99","totale","2020","2020",1030,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y27","27 anni","99","totale","2021","2021",1003,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y27","27 anni","99","totale","2022","2022",1031,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y27","27 anni","99","totale","2023","2023",1009,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y27","27 anni","99","totale","2024","2024",1105,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",2283,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2020","2020",2241,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2021","2021",2235,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2022","2022",2183,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2023","2023",2170,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2024","2024",2342,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y28","28 anni","99","totale","2019","2019",1130,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y28","28 anni","99","totale","2020","2020",1088,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y28","28 anni","99","totale","2021","2021",1076,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y28","28 anni","99","totale","2022","2022",1040,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y28","28 anni","99","totale","2023","2023",1063,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y28","28 anni","99","totale","2024","2024",1036,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y28","28 anni","99","totale","2019","2019",682,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y28","28 anni","99","totale","2020","2020",638,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y28","28 anni","99","totale","2021","2021",667,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y28","28 anni","99","totale","2022","2022",660,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y28","28 anni","99","totale","2023","2023",674,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y28","28 anni","99","totale","2024","2024",702,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y28","28 anni","99","totale","2019","2019",612,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y28","28 anni","99","totale","2020","2020",630,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y28","28 anni","99","totale","2021","2021",617,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y28","28 anni","99","totale","2022","2022",609,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y28","28 anni","99","totale","2023","2023",615,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y28","28 anni","99","totale","2024","2024",632,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",1294,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2020","2020",1268,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2021","2021",1284,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2022","2022",1269,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2023","2023",1289,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2024","2024",1334,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y28","28 anni","99","totale","2019","2019",1274,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y28","28 anni","99","totale","2020","2020",1222,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y28","28 anni","99","totale","2021","2021",1246,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y28","28 anni","99","totale","2022","2022",1218,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y28","28 anni","99","totale","2023","2023",1182,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y28","28 anni","99","totale","2024","2024",1186,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",2404,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2020","2020",2310,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2021","2021",2322,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2022","2022",2258,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2023","2023",2245,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2024","2024",2222,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y29","29 anni","99","totale","2019","2019",657,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y29","29 anni","99","totale","2020","2020",704,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y29","29 anni","99","totale","2021","2021",670,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y29","29 anni","99","totale","2022","2022",681,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y29","29 anni","99","totale","2023","2023",671,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y29","29 anni","99","totale","2024","2024",683,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y29","29 anni","99","totale","2019","2019",644,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y29","29 anni","99","totale","2020","2020",616,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y29","29 anni","99","totale","2021","2021",654,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y29","29 anni","99","totale","2022","2022",626,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y29","29 anni","99","totale","2023","2023",623,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y29","29 anni","99","totale","2024","2024",617,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2019","2019",1301,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",1320,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2021","2021",1324,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2022","2022",1307,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2023","2023",1294,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2024","2024",1300,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y29","29 anni","99","totale","2019","2019",1222,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y29","29 anni","99","totale","2020","2020",1281,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y29","29 anni","99","totale","2021","2021",1247,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y29","29 anni","99","totale","2022","2022",1258,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y29","29 anni","99","totale","2023","2023",1249,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y29","29 anni","99","totale","2024","2024",1178,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y29","29 anni","99","totale","2019","2019",1073,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y29","29 anni","99","totale","2020","2020",1145,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y29","29 anni","99","totale","2021","2021",1117,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y29","29 anni","99","totale","2022","2022",1081,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y29","29 anni","99","totale","2023","2023",1061,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y29","29 anni","99","totale","2024","2024",1089,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2019","2019",2295,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",2426,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2021","2021",2364,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2022","2022",2339,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2023","2023",2310,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2024","2024",2267,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y30","30 anni","99","totale","2019","2019",650,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y30","30 anni","99","totale","2020","2020",665,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y30","30 anni","99","totale","2021","2021",735,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y30","30 anni","99","totale","2022","2022",647,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y30","30 anni","99","totale","2023","2023",703,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y30","30 anni","99","totale","2024","2024",683,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y30","30 anni","99","totale","2019","2019",607,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y30","30 anni","99","totale","2020","2020",644,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y30","30 anni","99","totale","2021","2021",633,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y30","30 anni","99","totale","2022","2022",638,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y30","30 anni","99","totale","2023","2023",654,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y30","30 anni","99","totale","2024","2024",639,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2019","2019",1257,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2020","2020",1309,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2021","2021",1368,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2022","2022",1285,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2023","2023",1357,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2024","2024",1322,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y30","30 anni","99","totale","2019","2019",1267,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y30","30 anni","99","totale","2020","2020",1245,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y30","30 anni","99","totale","2021","2021",1288,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y30","30 anni","99","totale","2022","2022",1259,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y30","30 anni","99","totale","2023","2023",1316,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y30","30 anni","99","totale","2024","2024",1264,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y30","30 anni","99","totale","2019","2019",1125,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y30","30 anni","99","totale","2020","2020",1094,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y30","30 anni","99","totale","2021","2021",1175,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y30","30 anni","99","totale","2022","2022",1120,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y30","30 anni","99","totale","2023","2023",1145,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y30","30 anni","99","totale","2024","2024",1089,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2019","2019",2392,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2020","2020",2339,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2021","2021",2463,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2022","2022",2379,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2023","2023",2461,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2024","2024",2353,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y31","31 anni","99","totale","2019","2019",1220,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y31","31 anni","99","totale","2020","2020",1264,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y31","31 anni","99","totale","2021","2021",1347,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y31","31 anni","99","totale","2022","2022",1337,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y31","31 anni","99","totale","2023","2023",1305,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y31","31 anni","99","totale","2024","2024",1382,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y31","31 anni","99","totale","2019","2019",599,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y31","31 anni","99","totale","2020","2020",643,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y31","31 anni","99","totale","2021","2021",686,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y31","31 anni","99","totale","2022","2022",705,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y31","31 anni","99","totale","2023","2023",649,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y31","31 anni","99","totale","2024","2024",721,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y31","31 anni","99","totale","2019","2019",621,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y31","31 anni","99","totale","2020","2020",621,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y31","31 anni","99","totale","2021","2021",661,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y31","31 anni","99","totale","2022","2022",632,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y31","31 anni","99","totale","2023","2023",656,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y31","31 anni","99","totale","2024","2024",661,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y31","31 anni","99","totale","2019","2019",1183,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y31","31 anni","99","totale","2020","2020",1284,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y31","31 anni","99","totale","2021","2021",1272,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y31","31 anni","99","totale","2022","2022",1311,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y31","31 anni","99","totale","2023","2023",1303,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y31","31 anni","99","totale","2024","2024",1306,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y31","31 anni","99","totale","2019","2019",1075,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y31","31 anni","99","totale","2020","2020",1137,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y31","31 anni","99","totale","2021","2021",1108,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y31","31 anni","99","totale","2022","2022",1183,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y31","31 anni","99","totale","2023","2023",1152,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y31","31 anni","99","totale","2024","2024",1168,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y31","31 anni","99","totale","2019","2019",2258,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y31","31 anni","99","totale","2020","2020",2421,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y31","31 anni","99","totale","2021","2021",2380,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y31","31 anni","99","totale","2022","2022",2494,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y31","31 anni","99","totale","2023","2023",2455,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y31","31 anni","99","totale","2024","2024",2474,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y32","32 anni","99","totale","2019","2019",656,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y32","32 anni","99","totale","2020","2020",599,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y32","32 anni","99","totale","2021","2021",677,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y32","32 anni","99","totale","2022","2022",682,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y32","32 anni","99","totale","2023","2023",728,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y32","32 anni","99","totale","2024","2024",684,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y32","32 anni","99","totale","2019","2019",613,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y32","32 anni","99","totale","2020","2020",633,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y32","32 anni","99","totale","2021","2021",618,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y32","32 anni","99","totale","2022","2022",657,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y32","32 anni","99","totale","2023","2023",638,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y32","32 anni","99","totale","2024","2024",663,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y32","32 anni","99","totale","2019","2019",1269,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y32","32 anni","99","totale","2020","2020",1232,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y32","32 anni","99","totale","2021","2021",1295,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y32","32 anni","99","totale","2022","2022",1339,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y32","32 anni","99","totale","2023","2023",1366,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y32","32 anni","99","totale","2024","2024",1347,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y32","32 anni","99","totale","2019","2019",1240,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y32","32 anni","99","totale","2020","2020",1174,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y32","32 anni","99","totale","2021","2021",1324,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y32","32 anni","99","totale","2022","2022",1280,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y32","32 anni","99","totale","2023","2023",1306,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y32","32 anni","99","totale","2024","2024",1332,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y32","32 anni","99","totale","2019","2019",1049,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y32","32 anni","99","totale","2020","2020",1096,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y32","32 anni","99","totale","2021","2021",1166,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y32","32 anni","99","totale","2022","2022",1107,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y32","32 anni","99","totale","2023","2023",1204,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y32","32 anni","99","totale","2024","2024",1176,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y32","32 anni","99","totale","2019","2019",2289,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y32","32 anni","99","totale","2020","2020",2270,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y32","32 anni","99","totale","2021","2021",2490,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y32","32 anni","99","totale","2022","2022",2387,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y32","32 anni","99","totale","2023","2023",2510,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y32","32 anni","99","totale","2024","2024",2508,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y33","33 anni","99","totale","2019","2019",649,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y33","33 anni","99","totale","2020","2020",647,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y33","33 anni","99","totale","2021","2021",649,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y33","33 anni","99","totale","2022","2022",665,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y33","33 anni","99","totale","2023","2023",691,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y33","33 anni","99","totale","2024","2024",739,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y33","33 anni","99","totale","2019","2019",638,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y33","33 anni","99","totale","2020","2020",612,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y33","33 anni","99","totale","2021","2021",631,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y33","33 anni","99","totale","2022","2022",617,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y33","33 anni","99","totale","2023","2023",670,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y33","33 anni","99","totale","2024","2024",649,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y33","33 anni","99","totale","2019","2019",1287,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y33","33 anni","99","totale","2020","2020",1259,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y33","33 anni","99","totale","2021","2021",1280,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y33","33 anni","99","totale","2022","2022",1282,,
